wsi_name,case,parent_id,region,scan_mag,roi_group,roi_im_path,roi_im_left,roi_im_top,roi_im_right,roi_im_bottom,url_to_parent_roi,roi_corners,roi_width,roi_height,im_left,im_top,im_right,im_bottom,box_coords,pt_x,pt_y,im_path,url_to_im,cohort,labels,groups
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/expert4_id-638147597f8a5e686a52cc78_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36603,50176,37103,50676,36728 50301 36978 50551,36853,50426,/workspace/data/annotations/638147597f8a5e686a52cc78-left_36603-top_50176-right_37103-bottom_50676.png,https://computablebrain.emory.edu/histomics#?image=638147597f8a5e686a52cc78&bounds=36603%2C50176%2C37103%2C50676%2C0,Annotated-Cohort,background;background;background;background;Pre-NFT;background;background;background;background,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/expert3_id-638147147f8a5e686a5265a3_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36607,48707,37107,49207,36827 48927 36913 49003,36857,48957,/workspace/data/annotations/638147147f8a5e686a5265a3-left_36607-top_48707-right_37107-bottom_49207.png,https://computablebrain.emory.edu/histomics#?image=638147147f8a5e686a5265a3&bounds=36607%2C48707%2C37107%2C49207%2C0,Annotated-Cohort,background;iNFT;iNFT;Pre-NFT;background;iNFT;background;iNFT;background,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/expert5_id-6381472c7f8a5e686a528a8b_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36613,48708,37113,49208,36853 48957 36867 48959,36863,48958,/workspace/data/annotations/6381472c7f8a5e686a528a8b-left_36613-top_48708-right_37113-bottom_49208.png,https://computablebrain.emory.edu/histomics#?image=6381472c7f8a5e686a528a8b&bounds=36613%2C48708%2C37113%2C49208%2C0,Annotated-Cohort,background;background;background;background;background;background;iNFT;background;background,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/novice2_id-638147507f8a5e686a52be91_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36614,49864,37114,50364,36860 50090 36895 50127,36864,50114,/workspace/data/annotations/638147507f8a5e686a52be91-left_36614-top_49864-right_37114-bottom_50364.png,https://computablebrain.emory.edu/histomics#?image=638147507f8a5e686a52be91&bounds=36614%2C49864%2C37114%2C50364%2C0,Annotated-Cohort,background;background;Pre-NFT;background;background;Pre-NFT;background;background;Pre-NFT,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/novice2_id-638147507f8a5e686a52be91_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36619,47994,37119,48494,36744 48119 36994 48369,36869,48244,/workspace/data/annotations/638147507f8a5e686a52be91-left_36619-top_47994-right_37119-bottom_48494.png,https://computablebrain.emory.edu/histomics#?image=638147507f8a5e686a52be91&bounds=36619%2C47994%2C37119%2C48494%2C0,Annotated-Cohort,background;background;background;background;background;Pre-NFT;background;background;background,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/expert4_id-638147597f8a5e686a52cc78_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36630,47989,37130,48489,36858 48212 36915 48256,36880,48239,/workspace/data/annotations/638147597f8a5e686a52cc78-left_36630-top_47989-right_37130-bottom_48489.png,https://computablebrain.emory.edu/histomics#?image=638147597f8a5e686a52cc78&bounds=36630%2C47989%2C37130%2C48489%2C0,Annotated-Cohort,background;Pre-NFT;background;Pre-NFT;Pre-NFT;background;background;background;background,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/expert3_id-638147147f8a5e686a5265a3_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36637,47288,37137,47788,36762 47413 37012 47663,36887,47538,/workspace/data/annotations/638147147f8a5e686a5265a3-left_36637-top_47288-right_37137-bottom_47788.png,https://computablebrain.emory.edu/histomics#?image=638147147f8a5e686a5265a3&bounds=36637%2C47288%2C37137%2C47788%2C0,Annotated-Cohort,Pre-NFT;background;background;Pre-NFT;iNFT;background;iNFT;iNFT;iNFT,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/expert1_id-6381471f7f8a5e686a52765f_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36639,47298,37139,47798,36854 47510 36935 47566,36889,47548,/workspace/data/annotations/6381471f7f8a5e686a52765f-left_36639-top_47298-right_37139-bottom_47798.png,https://computablebrain.emory.edu/histomics#?image=6381471f7f8a5e686a52765f&bounds=36639%2C47298%2C37139%2C47798%2C0,Annotated-Cohort,background;iNFT;iNFT;background;background;iNFT;background;background;background,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/novice3_id-638147347f8a5e686a529492_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36639,48703,37139,49203,36764 48828 37014 49078,36889,48953,/workspace/data/annotations/638147347f8a5e686a529492-left_36639-top_48703-right_37139-bottom_49203.png,https://computablebrain.emory.edu/histomics#?image=638147347f8a5e686a529492&bounds=36639%2C48703%2C37139%2C49203%2C0,Annotated-Cohort,Pre-NFT;background;background;background;iNFT;background;background;background;background,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/novice1_id-638147477f8a5e686a52b0e5_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36642,48713,37142,49213,36892 48959 36896 48963,36892,48963,/workspace/data/annotations/638147477f8a5e686a52b0e5-left_36642-top_48713-right_37142-bottom_49213.png,https://computablebrain.emory.edu/histomics#?image=638147477f8a5e686a52b0e5&bounds=36642%2C48713%2C37142%2C49213%2C0,Annotated-Cohort,background;background;background;background;background;background;background;background;iNFT,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/novice4_id-640b6f40a7dbca00a13b168a_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36653,49621,37153,50121,36778 49746 37028 49996,36903,49871,/workspace/data/annotations/640b6f40a7dbca00a13b168a-left_36653-top_49621-right_37153-bottom_50121.png,https://computablebrain.emory.edu/histomics#?image=640b6f40a7dbca00a13b168a&bounds=36653%2C49621%2C37153%2C50121%2C0,Annotated-Cohort,background;background;background;Pre-NFT;background;background;background;background;background,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/expert4_id-638147597f8a5e686a52cc78_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36686,49809,37186,50309,36811 49934 37061 50184,36936,50059,/workspace/data/annotations/638147597f8a5e686a52cc78-left_36686-top_49809-right_37186-bottom_50309.png,https://computablebrain.emory.edu/histomics#?image=638147597f8a5e686a52cc78&bounds=36686%2C49809%2C37186%2C50309%2C0,Annotated-Cohort,background;Pre-NFT;background;background;Pre-NFT;Pre-NFT;background;background;background,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/expert5_id-6381472c7f8a5e686a528a8b_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36694,49806,37194,50306,36938 50050 36955 50063,36944,50056,/workspace/data/annotations/6381472c7f8a5e686a528a8b-left_36694-top_49806-right_37194-bottom_50306.png,https://computablebrain.emory.edu/histomics#?image=6381472c7f8a5e686a528a8b&bounds=36694%2C49806%2C37194%2C50306%2C0,Annotated-Cohort,background;background;background;Pre-NFT;background;background;Pre-NFT;background;background,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/novice2_id-638147507f8a5e686a52be91_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36702,49215,37202,49715,36936 49432 36988 49485,36952,49465,/workspace/data/annotations/638147507f8a5e686a52be91-left_36702-top_49215-right_37202-bottom_49715.png,https://computablebrain.emory.edu/histomics#?image=638147507f8a5e686a52be91&bounds=36702%2C49215%2C37202%2C49715%2C0,Annotated-Cohort,background;iNFT;background;iNFT;Pre-NFT;iNFT;background;background;background,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/novice4_id-640b6f40a7dbca00a13b168a_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36705,48644,37205,49144,36936 48870 36967 48906,36955,48894,/workspace/data/annotations/640b6f40a7dbca00a13b168a-left_36705-top_48644-right_37205-bottom_49144.png,https://computablebrain.emory.edu/histomics#?image=640b6f40a7dbca00a13b168a&bounds=36705%2C48644%2C37205%2C49144%2C0,Annotated-Cohort,background;background;background;Pre-NFT;background;background;background;background;background,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/expert1_id-6381471f7f8a5e686a52765f_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36730,49533,37230,50033,36954 49768 37022 49806,36980,49783,/workspace/data/annotations/6381471f7f8a5e686a52765f-left_36730-top_49533-right_37230-bottom_50033.png,https://computablebrain.emory.edu/histomics#?image=6381471f7f8a5e686a52765f&bounds=36730%2C49533%2C37230%2C50033%2C0,Annotated-Cohort,background;iNFT;background;background;background;iNFT;background;background;iNFT,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/expert5_id-6381472c7f8a5e686a528a8b_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36734,49512,37234,50012,36859 49637 37109 49887,36984,49762,/workspace/data/annotations/6381472c7f8a5e686a528a8b-left_36734-top_49512-right_37234-bottom_50012.png,https://computablebrain.emory.edu/histomics#?image=6381472c7f8a5e686a528a8b&bounds=36734%2C49512%2C37234%2C50012%2C0,Annotated-Cohort,iNFT;background;background;background;iNFT;background;iNFT;iNFT;background,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/expert2_id-6381473d7f8a5e686a52a563_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36738,49496,37238,49996,36932 49734 36995 49784,36988,49746,/workspace/data/annotations/6381473d7f8a5e686a52a563-left_36738-top_49496-right_37238-bottom_49996.png,https://computablebrain.emory.edu/histomics#?image=6381473d7f8a5e686a52a563&bounds=36738%2C49496%2C37238%2C49996%2C0,Annotated-Cohort,background;background;iNFT;background;background;background;background;background;background,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/novice4_id-640b6f40a7dbca00a13b168a_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36751,49511,37251,50011,36993 49726 37047 49779,37001,49761,/workspace/data/annotations/640b6f40a7dbca00a13b168a-left_36751-top_49511-right_37251-bottom_50011.png,https://computablebrain.emory.edu/histomics#?image=640b6f40a7dbca00a13b168a&bounds=36751%2C49511%2C37251%2C50011%2C0,Annotated-Cohort,background;background;background;Pre-NFT;background;background;background;background;background,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
OS03-163_1A_TAU.svs,A03-74,638147637f8a5e686a52dded,Hippocampus,40.0,ROIv2,/workspace/data/rois/annotated-cohort/images/novice4_id-640b6f40a7dbca00a13b168a_left-36627_top-47431_right-39464_bottom-52356.png,36627,47431,39464,52356,https://computablebrain.emory.edu/histomics#?image=638147637f8a5e686a52dded&bounds=36627%2C47431%2C39464%2C52356%2C0,36627 47436 39455 47431 39464 52351 36636 52356,2828.0,4920.000000000003,36763,50446,37263,50946,36888 50571 37138 50821,37013,50696,/workspace/data/annotations/640b6f40a7dbca00a13b168a-left_36763-top_50446-right_37263-bottom_50946.png,https://computablebrain.emory.edu/histomics#?image=640b6f40a7dbca00a13b168a&bounds=36763%2C50446%2C37263%2C50946%2C0,Annotated-Cohort,background;background;background;Pre-NFT;background;background;background;background;background,novice3;expert1;expert2;novice4;expert4;novice2;expert5;expert3;novice1
